Transaction_ID,Date,Customer_ID,Product_Category,Quantity,Unit_Price,Shipping_Cost,Delivery_Status,Customer_Rating,Region,Total_Sales
2145,2026-02-17 16:00:00,CUST-679,Electronics,2,348.5,12.36,Delivered,5.0,Europe,697.0
2146,2026-02-17 17:00:00,CUST-493,Home Decor,3,291.74,38.17,Delivered,3.0,North America,875.22
2147,2026-02-17 18:00:00,CUST-166,Beauty,1,96.61,46.23,Delivered,5.0,Europe,96.61
2148,2026-02-17 19:00:00,CUST-332,Beauty,2,300.11,9.84,Delivered,5.0,South America,600.22
2149,2026-02-17 20:00:00,CUST-208,Electronics,1,274.66,13.73,Delivered,2.0,Europe,274.66
2150,2026-02-17 21:00:00,CUST-245,Clothing,3,252.01,49.38,Delivered,4.0,South America,756.03
2151,2026-02-17 22:00:00,CUST-210,Electronics,2,261.58,5.68,Delivered,4.0,Asia,523.16
2152,2026-02-17 23:00:00,CUST-327,Electronics,3,90.35,27.87,Delivered,4.0,North America,271.05
2153,2026-02-18 00:00:00,CUST-210,Home Decor,1,237.1,28.23,Delivered,4.0,Asia,237.1
2154,2026-02-18 01:00:00,CUST-569,Clothing,1,306.77,16.84,Delivered,5.0,Europe,306.77
2155,2026-02-18 02:00:00,CUST-133,Electronics,1,249.83,34.84,Delivered,5.0,Asia,249.83
2156,2026-02-18 03:00:00,CUST-722,Electronics,1,249.46,47.52,Delivered,5.0,Europe,249.46
2157,2026-02-18 04:00:00,CUST-875,Books,1,47.98,25.26,Delivered,4.0,South America,47.98
2158,2026-02-18 05:00:00,CUST-468,Electronics,2,103.48,38.72,Delivered,5.0,Europe,206.96
2159,2026-02-18 06:00:00,CUST-847,Clothing,1,167.28,34.07,Delivered,5.0,North America,167.28
2160,2026-02-18 07:00:00,CUST-694,Clothing,2,215.48,26.28,Delivered,4.0,Asia,430.96
2161,2026-02-18 08:00:00,CUST-653,Electronics,1,301.03,7.24,Delivered,4.0,Europe,301.03
2162,2026-02-18 09:00:00,CUST-524,Electronics,2,433.04,38.38,Cancelled,5.0,South America,866.08
2163,2026-02-18 10:00:00,CUST-712,Clothing,2,87.99,21.35,Delivered,5.0,Asia,175.98
2164,2026-02-18 11:00:00,CUST-617,Beauty,2,17.39,15.1,Delivered,4.0,North America,34.78
2165,2026-02-18 12:00:00,CUST-791,Clothing,5,230.13,47.67,Delivered,5.0,Europe,1150.65
2166,2026-02-18 13:00:00,CUST-381,Home Decor,1,221.73,39.81,Shipped,5.0,North America,221.73
2167,2026-02-18 14:00:00,CUST-419,Books,1,280.43,48.3,Delivered,1.0,South America,280.43
2168,2026-02-18 15:00:00,CUST-837,Beauty,1,418.28,16.53,Returned,4.0,Asia,418.28
2169,2026-02-18 16:00:00,CUST-542,Clothing,1,403.16,42.61,Delivered,5.0,Asia,403.16
2170,2026-02-18 17:00:00,CUST-414,Clothing,2,59.02,32.35,Delivered,1.0,Asia,118.04
2171,2026-02-18 18:00:00,CUST-976,Home Decor,1,467.66,49.17,Delivered,5.0,South America,467.66
2172,2026-02-18 19:00:00,CUST-840,Home Decor,2,64.1,47.58,Delivered,2.0,Europe,128.2
2173,2026-02-18 20:00:00,CUST-476,Clothing,1,320.94,48.78,Returned,5.0,Europe,320.94
2174,2026-02-18 21:00:00,CUST-388,Home Decor,5,339.48,47.83,Shipped,5.0,Europe,1697.4
2175,2026-02-18 22:00:00,CUST-536,Electronics,4,343.14,5.34,Delivered,1.0,North America,1372.56
2176,2026-02-18 23:00:00,CUST-761,Clothing,1,140.02,38.35,Delivered,1.0,South America,140.02
2177,2026-02-19 00:00:00,CUST-376,Electronics,1,171.87,17.24,Shipped,5.0,Asia,171.87
2178,2026-02-19 01:00:00,CUST-809,Electronics,3,278.85,36.73,Delivered,4.0,South America,836.55
2179,2026-02-19 02:00:00,CUST-681,Electronics,5,107.8,49.13,Delivered,5.0,South America,539.0
2180,2026-02-19 03:00:00,CUST-602,Home Decor,1,19.95,6.77,Delivered,4.0,South America,19.95
2181,2026-02-19 04:00:00,CUST-723,Clothing,1,285.45,30.51,Delivered,3.0,Asia,285.45
2182,2026-02-19 05:00:00,CUST-615,Electronics,4,237.99,38.07,Shipped,4.0,Asia,951.96
2183,2026-02-19 06:00:00,CUST-449,Clothing,2,331.8,16.4,Delivered,4.0,North America,663.6
2184,2026-02-19 07:00:00,CUST-942,Clothing,1,81.88,15.13,Delivered,4.0,South America,81.88
2185,2026-02-19 08:00:00,CUST-545,Electronics,2,422.05,7.72,Shipped,5.0,Europe,844.1
2186,2026-02-19 09:00:00,CUST-929,Home Decor,4,81.65,9.23,Delivered,5.0,North America,326.6
2187,2026-02-19 10:00:00,CUST-449,Beauty,3,446.76,34.55,Delivered,5.0,Asia,1340.28
2188,2026-02-19 11:00:00,CUST-706,Beauty,2,230.27,27.73,Shipped,4.0,Asia,460.54
2189,2026-02-19 12:00:00,CUST-763,Home Decor,2,279.4,6.35,Delivered,4.0,North America,558.8
2190,2026-02-19 13:00:00,CUST-922,Clothing,1,449.32,48.63,Delivered,3.0,Europe,449.32
2191,2026-02-19 14:00:00,CUST-236,Electronics,3,156.96,34.52,Delivered,4.0,South America,470.88
2192,2026-02-19 15:00:00,CUST-858,Electronics,1,99.1,28.2,Delivered,5.0,South America,99.1
2193,2026-02-19 16:00:00,CUST-998,Electronics,4,228.42,17.27,Delivered,5.0,Europe,913.68
2194,2026-02-19 17:00:00,CUST-342,Books,1,129.74,34.61,Delivered,4.0,South America,129.74
2195,2026-02-19 18:00:00,CUST-642,Electronics,3,268.64,21.39,Delivered,5.0,Asia,805.92
2196,2026-02-19 19:00:00,CUST-139,Electronics,1,144.88,36.61,Delivered,4.0,North America,144.88
2197,2026-02-19 20:00:00,CUST-328,Beauty,2,433.6,35.72,Delivered,5.0,Europe,867.2
2198,2026-02-19 21:00:00,CUST-647,Books,1,307.59,9.17,Delivered,5.0,North America,307.59
2199,2026-02-19 22:00:00,CUST-322,Beauty,2,10.12,45.92,Delivered,4.0,South America,20.24
2200,2026-02-19 23:00:00,CUST-105,Electronics,3,404.68,26.91,Delivered,5.0,South America,1214.04
2201,2026-02-20 00:00:00,CUST-421,Electronics,2,171.8,22.68,Cancelled,5.0,Asia,343.6
2202,2026-02-20 01:00:00,CUST-567,Clothing,2,166.9,48.0,Delivered,4.0,Asia,333.8
2203,2026-02-20 02:00:00,CUST-831,Electronics,1,197.7,24.72,Delivered,5.0,South America,197.7
2204,2026-02-20 03:00:00,CUST-174,Electronics,4,318.83,37.45,Delivered,5.0,South America,1275.32
2205,2026-02-20 04:00:00,CUST-103,Clothing,2,226.61,34.48,Delivered,5.0,Asia,453.22
2206,2026-02-20 05:00:00,CUST-946,Books,2,318.03,12.43,Delivered,5.0,Asia,636.06
2207,2026-02-20 06:00:00,CUST-745,Clothing,3,81.92,49.6,Returned,2.0,Europe,245.76
2208,2026-02-20 07:00:00,CUST-217,Home Decor,2,485.38,25.86,Shipped,3.0,Asia,970.76
2209,2026-02-20 08:00:00,CUST-980,Home Decor,1,367.51,22.77,Delivered,4.0,Europe,367.51
2210,2026-02-20 09:00:00,CUST-705,Electronics,2,132.6,46.38,Shipped,4.0,Europe,265.2
2211,2026-02-20 10:00:00,CUST-603,Home Decor,2,364.84,28.82,Delivered,5.0,North America,729.68
2212,2026-02-20 11:00:00,CUST-673,Electronics,3,291.76,36.73,Delivered,4.0,Asia,875.28
2213,2026-02-20 12:00:00,CUST-540,Electronics,3,63.5,43.08,Delivered,5.0,Europe,190.5
2214,2026-02-20 13:00:00,CUST-293,Home Decor,1,97.32,15.6,Delivered,5.0,North America,97.32
2215,2026-02-20 14:00:00,CUST-946,Electronics,1,30.24,12.63,Delivered,5.0,North America,30.24
2216,2026-02-20 15:00:00,CUST-814,Books,1,406.53,8.08,Shipped,4.0,Asia,406.53
2217,2026-02-20 16:00:00,CUST-491,Electronics,1,280.34,45.37,Delivered,4.0,Asia,280.34
2218,2026-02-20 17:00:00,CUST-125,Home Decor,2,165.21,14.02,Delivered,4.0,North America,330.42
2219,2026-02-20 18:00:00,CUST-534,Clothing,3,71.91,18.85,Delivered,5.0,Europe,215.73
2220,2026-02-20 19:00:00,CUST-272,Electronics,1,247.18,17.86,Delivered,5.0,Asia,247.18
2221,2026-02-20 20:00:00,CUST-399,Electronics,1,267.38,18.71,Cancelled,4.0,North America,267.38
2222,2026-02-20 21:00:00,CUST-744,Home Decor,4,353.95,35.06,Delivered,,North America,1415.8
2223,2026-02-20 22:00:00,CUST-425,Beauty,3,485.27,47.94,Delivered,5.0,Europe,1455.81
2224,2026-02-20 23:00:00,CUST-509,Beauty,2,223.12,19.83,Cancelled,4.0,South America,446.24
2225,2026-02-21 00:00:00,CUST-217,Clothing,3,208.96,23.34,Delivered,5.0,Europe,626.88
2226,2026-02-21 01:00:00,CUST-935,Beauty,2,191.27,39.7,Delivered,5.0,North America,382.54
2227,2026-02-21 02:00:00,CUST-886,Home Decor,1,415.19,24.46,Delivered,5.0,Europe,415.19
2228,2026-02-21 03:00:00,CUST-823,Home Decor,1,86.6,46.67,Delivered,5.0,Asia,86.6
2229,2026-02-21 04:00:00,CUST-324,Clothing,1,178.47,27.64,Delivered,5.0,North America,178.47
2230,2026-02-21 05:00:00,CUST-631,Home Decor,1,365.24,20.65,Delivered,4.0,Europe,365.24
2231,2026-02-21 06:00:00,CUST-212,Beauty,4,17.69,48.72,Delivered,,Europe,70.76
2232,2026-02-21 07:00:00,CUST-239,Clothing,3,151.8,24.16,Delivered,5.0,Europe,455.4
2233,2026-02-21 08:00:00,CUST-658,Beauty,1,324.31,15.4,Delivered,1.0,Europe,324.31
2234,2026-02-21 09:00:00,CUST-100,Home Decor,1,101.12,13.0,Delivered,4.0,North America,101.12
2235,2026-02-21 10:00:00,CUST-189,Electronics,1,158.33,49.78,Delivered,1.0,Europe,158.33
2236,2026-02-21 11:00:00,CUST-753,Electronics,2,248.16,38.88,Shipped,5.0,Asia,496.32
2237,2026-02-21 12:00:00,CUST-419,Clothing,3,216.79,23.39,Delivered,3.0,South America,650.37
2238,2026-02-21 13:00:00,CUST-649,Clothing,1,61.95,42.19,Delivered,5.0,South America,61.95
2239,2026-02-21 14:00:00,CUST-904,Beauty,1,469.74,29.61,Delivered,4.0,South America,469.74
2240,2026-02-21 15:00:00,CUST-993,Electronics,2,31.7,19.28,Delivered,5.0,Asia,63.4
2241,2026-02-21 16:00:00,CUST-238,Beauty,2,377.37,38.45,Delivered,5.0,South America,754.74
2242,2026-02-21 17:00:00,CUST-610,Beauty,1,45.0,38.57,Cancelled,4.0,North America,45.0
2243,2026-02-21 18:00:00,CUST-967,Electronics,2,238.97,27.51,Delivered,4.0,North America,477.94
2244,2026-02-21 19:00:00,CUST-944,Beauty,2,95.95,7.03,Shipped,4.0,Asia,191.9
2245,2026-02-21 20:00:00,CUST-358,Books,1,79.14,8.47,Delivered,5.0,Asia,79.14
2246,2026-02-21 21:00:00,CUST-772,Home Decor,1,71.69,40.49,Delivered,5.0,North America,71.69
2247,2026-02-21 22:00:00,CUST-789,Beauty,1,231.87,42.06,Delivered,4.0,Asia,231.87
2248,2026-02-21 23:00:00,CUST-109,Books,3,262.59,35.52,Delivered,4.0,Asia,787.77
2249,2026-02-22 00:00:00,CUST-360,Home Decor,4,75.36,42.76,Delivered,2.0,North America,301.44
2250,2026-02-22 01:00:00,CUST-749,Clothing,3,489.9,37.38,Delivered,5.0,North America,1469.7
2251,2026-02-22 02:00:00,CUST-271,Beauty,2,136.31,45.36,Delivered,4.0,Europe,272.62
2252,2026-02-22 03:00:00,CUST-997,Home Decor,2,234.83,11.77,Delivered,5.0,Europe,469.66
2253,2026-02-22 04:00:00,CUST-112,Home Decor,2,115.97,22.45,Shipped,5.0,South America,231.94
2254,2026-02-22 05:00:00,CUST-267,Electronics,4,252.02,25.88,Delivered,5.0,Asia,1008.08
2255,2026-02-22 06:00:00,CUST-741,Beauty,1,380.45,18.39,Cancelled,3.0,North America,380.45
2256,2026-02-22 07:00:00,CUST-695,Electronics,2,265.34,37.64,Delivered,2.0,South America,530.68
2257,2026-02-22 08:00:00,CUST-420,Books,2,149.97,46.06,Delivered,5.0,Europe,299.94
2258,2026-02-22 09:00:00,CUST-418,Clothing,2,131.71,23.56,Delivered,4.0,Asia,263.42
2259,2026-02-22 10:00:00,CUST-712,Electronics,1,381.88,47.37,Delivered,3.0,South America,381.88
2260,2026-02-22 11:00:00,CUST-428,Clothing,2,67.94,28.25,Delivered,5.0,Asia,135.88
2261,2026-02-22 12:00:00,CUST-884,Electronics,3,191.28,28.51,Delivered,4.0,South America,573.84
2262,2026-02-22 13:00:00,CUST-876,Home Decor,1,84.23,32.01,Returned,4.0,Asia,84.23
2263,2026-02-22 14:00:00,CUST-649,Books,3,136.41,17.07,Delivered,5.0,Asia,409.23
2264,2026-02-22 15:00:00,CUST-518,Beauty,1,84.81,22.25,Delivered,5.0,North America,84.81
2265,2026-02-22 16:00:00,CUST-705,Electronics,4,444.52,29.9,Delivered,4.0,Asia,1778.08
2266,2026-02-22 17:00:00,CUST-194,Electronics,2,368.63,47.39,Cancelled,5.0,Europe,737.26
2267,2026-02-22 18:00:00,CUST-916,Beauty,2,284.85,33.92,Delivered,5.0,North America,569.7
2268,2026-02-22 19:00:00,CUST-680,Books,1,119.97,19.99,Shipped,5.0,Asia,119.97
2269,2026-02-22 20:00:00,CUST-417,Clothing,1,260.01,5.47,Delivered,4.0,Europe,260.01
2270,2026-02-22 21:00:00,CUST-335,Clothing,2,265.21,49.17,Delivered,5.0,Europe,530.42
2271,2026-02-22 22:00:00,CUST-433,Clothing,1,299.3,27.18,Returned,4.0,South America,299.3
2272,2026-02-22 23:00:00,CUST-984,Beauty,2,39.44,47.23,Delivered,4.0,North America,78.88
2273,2026-02-23 00:00:00,CUST-475,Home Decor,1,486.72,29.72,Shipped,4.0,North America,486.72
2274,2026-02-23 01:00:00,CUST-558,Electronics,3,238.07,32.25,Delivered,4.0,South America,714.21
2275,2026-02-23 02:00:00,CUST-236,Electronics,3,464.0,37.04,Delivered,5.0,South America,1392.0
2276,2026-02-23 03:00:00,CUST-687,Beauty,1,14.81,19.44,Shipped,5.0,South America,14.81
2277,2026-02-23 04:00:00,CUST-646,Electronics,2,131.3,36.45,Delivered,4.0,North America,262.6
2278,2026-02-23 05:00:00,CUST-612,Clothing,3,60.96,28.71,Delivered,3.0,Europe,182.88
2279,2026-02-23 06:00:00,CUST-395,Home Decor,2,387.11,35.26,Delivered,4.0,Europe,774.22
2280,2026-02-23 07:00:00,CUST-419,Electronics,1,166.86,42.61,Delivered,4.0,Asia,166.86
2281,2026-02-23 08:00:00,CUST-671,Electronics,2,421.84,13.29,Delivered,4.0,North America,843.68
2282,2026-02-23 09:00:00,CUST-931,Beauty,1,417.87,32.61,Delivered,4.0,North America,417.87
2283,2026-02-23 10:00:00,CUST-448,Beauty,1,337.22,7.35,Shipped,1.0,South America,337.22
2284,2026-02-23 11:00:00,CUST-939,Beauty,1,336.23,9.6,Delivered,4.0,North America,336.23
2285,2026-02-23 12:00:00,CUST-878,Beauty,2,353.08,35.36,Delivered,5.0,North America,706.16
2286,2026-02-23 13:00:00,CUST-972,Home Decor,1,340.14,8.19,Shipped,3.0,Europe,340.14
2287,2026-02-23 14:00:00,CUST-328,Beauty,4,199.59,31.79,Delivered,3.0,North America,798.36
2288,2026-02-23 15:00:00,CUST-369,Clothing,1,344.59,14.9,Shipped,4.0,Europe,344.59
2289,2026-02-23 16:00:00,CUST-927,Home Decor,1,449.73,18.68,Cancelled,4.0,Europe,449.73
2290,2026-02-23 17:00:00,CUST-897,Books,1,172.96,10.83,Delivered,5.0,North America,172.96
2291,2026-02-23 18:00:00,CUST-390,Electronics,1,473.0,16.19,Delivered,5.0,Europe,473.0
2292,2026-02-23 19:00:00,CUST-824,Clothing,2,16.65,41.96,Delivered,5.0,South America,33.3
2293,2026-02-23 20:00:00,CUST-264,Clothing,1,181.05,33.75,Delivered,5.0,Europe,181.05
2294,2026-02-23 21:00:00,CUST-104,Electronics,1,74.73,47.74,Delivered,4.0,North America,74.73
2295,2026-02-23 22:00:00,CUST-950,Electronics,1,72.04,7.19,Delivered,4.0,South America,72.04
2296,2026-02-23 23:00:00,CUST-478,Beauty,1,409.56,40.66,Delivered,5.0,South America,409.56
2297,2026-02-24 00:00:00,CUST-177,Books,1,460.0,36.46,Shipped,5.0,North America,460.0
2298,2026-02-24 01:00:00,CUST-509,Clothing,3,391.1,16.74,Shipped,5.0,Asia,1173.3
2299,2026-02-24 02:00:00,CUST-673,Electronics,2,488.54,37.81,Cancelled,4.0,Europe,977.08
2300,2026-02-24 03:00:00,CUST-231,Electronics,2,116.0,37.24,Delivered,4.0,Europe,232.0
2301,2026-02-24 04:00:00,CUST-700,Beauty,2,78.99,25.67,Delivered,,Asia,157.98
2302,2026-02-24 05:00:00,CUST-848,Clothing,2,265.14,35.99,Delivered,1.0,South America,530.28
2303,2026-02-24 06:00:00,CUST-141,Clothing,4,416.23,25.01,Delivered,5.0,Asia,1664.92
2304,2026-02-24 07:00:00,CUST-188,Clothing,1,29.52,20.1,Delivered,4.0,North America,29.52
2305,2026-02-24 08:00:00,CUST-501,Clothing,1,497.83,25.99,Returned,4.0,Asia,497.83
2306,2026-02-24 09:00:00,CUST-395,Clothing,1,305.1,45.28,Shipped,5.0,South America,305.1
2307,2026-02-24 10:00:00,CUST-939,Beauty,1,489.68,22.31,Delivered,3.0,North America,489.68
2308,2026-02-24 11:00:00,CUST-394,Home Decor,1,188.89,23.17,Delivered,4.0,North America,188.89
2309,2026-02-24 12:00:00,CUST-715,Home Decor,2,234.43,32.38,Delivered,3.0,North America,468.86
2310,2026-02-24 13:00:00,CUST-625,Clothing,1,378.66,38.88,Delivered,4.0,Europe,378.66
2311,2026-02-24 14:00:00,CUST-899,Home Decor,5,398.42,38.06,Shipped,1.0,Europe,1992.1
2312,2026-02-24 15:00:00,CUST-790,Home Decor,1,124.19,5.89,Returned,5.0,North America,124.19
2313,2026-02-24 16:00:00,CUST-736,Electronics,1,465.6,35.93,Delivered,5.0,Asia,465.6
2314,2026-02-24 17:00:00,CUST-521,Home Decor,5,435.04,25.27,Shipped,5.0,Europe,2175.2
2315,2026-02-24 18:00:00,CUST-964,Electronics,3,18.92,28.58,Shipped,5.0,South America,56.76
2316,2026-02-24 19:00:00,CUST-122,Beauty,1,73.0,30.27,Delivered,5.0,Europe,73.0
2317,2026-02-24 20:00:00,CUST-674,Clothing,2,253.09,37.93,Delivered,4.0,Asia,506.18
2318,2026-02-24 21:00:00,CUST-242,Books,3,235.87,42.41,Delivered,5.0,Europe,707.61
2319,2026-02-24 22:00:00,CUST-764,Electronics,1,357.11,34.08,Shipped,4.0,Asia,357.11
2320,2026-02-24 23:00:00,CUST-244,Beauty,1,53.96,30.38,Delivered,4.0,Asia,53.96
2321,2026-02-25 00:00:00,CUST-324,Home Decor,3,325.98,21.82,Delivered,3.0,Europe,977.94
2322,2026-02-25 01:00:00,CUST-602,Beauty,2,312.02,11.2,Delivered,3.0,Asia,624.04
2323,2026-02-25 02:00:00,CUST-920,Clothing,1,124.47,48.14,Delivered,5.0,Asia,124.47
2324,2026-02-25 03:00:00,CUST-715,Clothing,2,275.77,25.78,Delivered,3.0,South America,551.54
2325,2026-02-25 04:00:00,CUST-203,Beauty,1,118.88,30.48,Delivered,4.0,North America,118.88
2326,2026-02-25 05:00:00,CUST-138,Electronics,3,81.99,38.8,Shipped,5.0,North America,245.97
2327,2026-02-25 06:00:00,CUST-297,Electronics,1,290.84,8.08,Delivered,4.0,Europe,290.84
2328,2026-02-25 07:00:00,CUST-745,Home Decor,3,488.96,43.48,Shipped,5.0,Asia,1466.88
2329,2026-02-25 08:00:00,CUST-678,Clothing,2,126.1,40.87,Cancelled,5.0,Europe,252.2
2330,2026-02-25 09:00:00,CUST-490,Electronics,1,184.11,39.85,Shipped,4.0,Europe,184.11
2331,2026-02-25 10:00:00,CUST-278,Electronics,1,135.72,5.99,Cancelled,2.0,North America,135.72
2332,2026-02-25 11:00:00,CUST-653,Electronics,2,140.57,28.69,Cancelled,4.0,Asia,281.14
2333,2026-02-25 12:00:00,CUST-547,Beauty,4,208.05,7.44,Delivered,4.0,Europe,832.2
2334,2026-02-25 13:00:00,CUST-599,Home Decor,1,353.91,29.79,Delivered,4.0,Europe,353.91
2335,2026-02-25 14:00:00,CUST-114,Beauty,1,29.01,37.33,Delivered,4.0,North America,29.01
2336,2026-02-25 15:00:00,CUST-722,Books,2,478.99,10.48,Delivered,5.0,North America,957.98
2337,2026-02-25 16:00:00,CUST-768,Clothing,3,32.68,36.27,Delivered,4.0,North America,98.04
2338,2026-02-25 17:00:00,CUST-388,Electronics,1,441.81,25.23,Delivered,3.0,Europe,441.81
2339,2026-02-25 18:00:00,CUST-577,Electronics,2,448.25,41.52,Delivered,4.0,Asia,896.5
2340,2026-02-25 19:00:00,CUST-330,Electronics,2,267.0,29.01,Delivered,5.0,North America,534.0
2341,2026-02-25 20:00:00,CUST-519,Books,1,77.13,20.13,Delivered,4.0,North America,77.13
2342,2026-02-25 21:00:00,CUST-256,Clothing,1,286.92,19.94,Cancelled,4.0,Asia,286.92
2343,2026-02-25 22:00:00,CUST-649,Electronics,1,318.03,45.39,Delivered,4.0,Europe,318.03
2344,2026-02-25 23:00:00,CUST-540,Clothing,3,430.3,25.38,Delivered,4.0,Europe,1290.9
2345,2026-02-26 00:00:00,CUST-196,Home Decor,2,279.94,23.26,Delivered,4.0,Asia,559.88
2346,2026-02-26 01:00:00,CUST-510,Home Decor,2,211.25,6.79,Delivered,5.0,North America,422.5
2347,2026-02-26 02:00:00,CUST-388,Electronics,1,420.76,21.39,Shipped,5.0,South America,420.76
2348,2026-02-26 03:00:00,CUST-353,Books,1,490.67,43.23,Delivered,5.0,Asia,490.67
2349,2026-02-26 04:00:00,CUST-295,Clothing,3,326.1,39.24,Delivered,5.0,South America,978.3
2350,2026-02-26 05:00:00,CUST-697,Electronics,1,438.45,14.94,Shipped,5.0,Europe,438.45
2351,2026-02-26 06:00:00,CUST-933,Beauty,2,303.38,23.59,Delivered,5.0,Europe,606.76
2352,2026-02-26 07:00:00,CUST-621,Electronics,2,348.0,13.85,Shipped,4.0,South America,696.0
2353,2026-02-26 08:00:00,CUST-616,Books,1,347.2,47.94,Delivered,5.0,North America,347.2
2354,2026-02-26 09:00:00,CUST-734,Books,1,355.35,31.92,Delivered,1.0,South America,355.35
2355,2026-02-26 10:00:00,CUST-941,Home Decor,1,167.3,38.95,Delivered,4.0,North America,167.3
2356,2026-02-26 11:00:00,CUST-964,Beauty,1,292.07,37.12,Delivered,4.0,Asia,292.07
2357,2026-02-26 12:00:00,CUST-217,Clothing,3,301.13,44.32,Delivered,5.0,Europe,903.39
2358,2026-02-26 13:00:00,CUST-905,Books,1,164.39,47.72,Delivered,4.0,Europe,164.39
2359,2026-02-26 14:00:00,CUST-258,Clothing,1,181.43,6.46,Shipped,5.0,South America,181.43
2360,2026-02-26 15:00:00,CUST-914,Home Decor,3,383.5,48.89,Delivered,5.0,Asia,1150.5
2361,2026-02-26 16:00:00,CUST-327,Books,1,295.53,44.17,Delivered,1.0,South America,295.53
2362,2026-02-26 17:00:00,CUST-976,Books,2,83.11,22.23,Delivered,4.0,South America,166.22
2363,2026-02-26 18:00:00,CUST-315,Beauty,1,420.44,42.67,Cancelled,3.0,South America,420.44
2364,2026-02-26 19:00:00,CUST-795,Clothing,1,442.73,38.15,Delivered,3.0,North America,442.73
2365,2026-02-26 20:00:00,CUST-114,Books,1,238.41,40.69,Delivered,5.0,Europe,238.41
2366,2026-02-26 21:00:00,CUST-256,Home Decor,1,112.36,14.93,Delivered,5.0,Europe,112.36
2367,2026-02-26 22:00:00,CUST-747,Books,3,474.33,34.19,Delivered,4.0,South America,1422.99
2368,2026-02-26 23:00:00,CUST-360,Home Decor,2,442.31,6.17,Delivered,5.0,North America,884.62
2369,2026-02-27 00:00:00,CUST-256,Clothing,1,129.75,43.17,Cancelled,5.0,Europe,129.75
2370,2026-02-27 01:00:00,CUST-146,Clothing,1,56.84,47.8,Delivered,4.0,North America,56.84
2371,2026-02-27 02:00:00,CUST-423,Home Decor,1,225.92,34.8,Delivered,5.0,Asia,225.92
2372,2026-02-27 03:00:00,CUST-943,Beauty,1,341.43,28.07,Delivered,3.0,North America,341.43
2373,2026-02-27 04:00:00,CUST-784,Clothing,1,95.94,37.66,Delivered,5.0,North America,95.94
2374,2026-02-27 05:00:00,CUST-229,Home Decor,2,261.47,19.69,Delivered,3.0,Asia,522.94
2375,2026-02-27 06:00:00,CUST-510,Clothing,3,218.45,33.19,Cancelled,5.0,Europe,655.35
2376,2026-02-27 07:00:00,CUST-194,Beauty,1,446.37,37.35,Delivered,4.0,Europe,446.37
2377,2026-02-27 08:00:00,CUST-726,Clothing,2,220.49,11.42,Shipped,5.0,North America,440.98
2378,2026-02-27 09:00:00,CUST-854,Electronics,3,271.55,11.3,Delivered,4.0,North America,814.65
2379,2026-02-27 10:00:00,CUST-391,Electronics,1,478.09,37.23,Delivered,1.0,Asia,478.09
2380,2026-02-27 11:00:00,CUST-893,Electronics,3,156.85,24.43,Delivered,4.0,Asia,470.55
2381,2026-02-27 12:00:00,CUST-910,Clothing,3,151.61,45.01,Delivered,5.0,Europe,454.83
2382,2026-02-27 13:00:00,CUST-382,Electronics,1,401.8,19.04,Delivered,5.0,Europe,401.8
2383,2026-02-27 14:00:00,CUST-168,Electronics,5,145.99,6.91,Shipped,5.0,Asia,729.95
2384,2026-02-27 15:00:00,CUST-759,Books,1,417.61,34.24,Delivered,5.0,North America,417.61
2385,2026-02-27 16:00:00,CUST-110,Beauty,1,56.81,35.79,Delivered,5.0,Asia,56.81
2386,2026-02-27 17:00:00,CUST-353,Clothing,3,64.52,29.91,Delivered,4.0,Europe,193.56
2387,2026-02-27 18:00:00,CUST-941,Books,1,451.65,35.75,Cancelled,1.0,North America,451.65
2388,2026-02-27 19:00:00,CUST-971,Electronics,1,275.0,28.57,Cancelled,5.0,South America,275.0
2389,2026-02-27 20:00:00,CUST-649,Home Decor,1,362.22,36.17,Delivered,5.0,South America,362.22
2390,2026-02-27 21:00:00,CUST-233,Home Decor,3,120.39,6.98,Delivered,4.0,Asia,361.17
2391,2026-02-27 22:00:00,CUST-811,Clothing,3,91.47,21.58,Delivered,5.0,Europe,274.41
2392,2026-02-27 23:00:00,CUST-122,Clothing,2,419.13,14.49,Delivered,5.0,North America,838.26
2393,2026-02-28 00:00:00,CUST-914,Clothing,4,185.73,9.47,Delivered,5.0,South America,742.92
2394,2026-02-28 01:00:00,CUST-445,Clothing,1,232.97,15.53,Delivered,5.0,North America,232.97
2395,2026-02-28 02:00:00,CUST-401,Home Decor,1,23.71,13.61,Shipped,2.0,North America,23.71
2396,2026-02-28 03:00:00,CUST-462,Electronics,2,199.08,48.79,Delivered,5.0,North America,398.16
2397,2026-02-28 04:00:00,CUST-495,Electronics,3,387.51,17.89,Delivered,4.0,North America,1162.53
2398,2026-02-28 05:00:00,CUST-317,Electronics,1,412.42,15.39,Delivered,4.0,Asia,412.42
2399,2026-02-28 06:00:00,CUST-240,Electronics,1,352.39,42.57,Delivered,4.0,North America,352.39
2400,2026-02-28 07:00:00,CUST-715,Clothing,3,349.17,23.86,Cancelled,5.0,South America,1047.51
2401,2026-02-28 08:00:00,CUST-309,Electronics,5,258.06,23.97,Delivered,5.0,South America,1290.3
2402,2026-02-28 09:00:00,CUST-722,Beauty,2,273.78,24.96,Shipped,5.0,Asia,547.56
2403,2026-02-28 10:00:00,CUST-715,Electronics,1,373.89,23.74,Delivered,5.0,South America,373.89
